sgRNA_ID	Gene	HAP1_T0
chr2:75882209-75882228_MRPL19_+	MRPL19	427.0
chr2:166901715-166901734_SCN1A_-	SCN1A	703.0
chr1:169796924-169796943_C1orf112_+	C1orf112	809.0
chr12:93236323-93236342_EEA1_-	EEA1	865.0
chr11:55904500-55904519_OR8J3_-	OR8J3	647.0
chr6:36437869-36437888_KCTD20_+	KCTD20	652.0
chr14:52794032-52794051_PTGER2_-	PTGER2	1451.0
chr5:159849378-159849397_PTTG1_+	PTTG1	798.0
chr22:39917611-39917630_ATF4_+	ATF4	737.0
chr17:55822314-55822333_AC007431.1_-	AC007431.1	1121.0
chr3:197702960-197702979_LMLN_-	LMLN	1023.0
chr5:6372640-6372659_MED10_-	MED10	1264.0
chrX:84502573-84502592_ZNF711_+	ZNF711	881.0
chr2:160604954-160604973_MARCH7_-	MARCH7	1156.0
chr18:12699183-12699202_CEP76_-	CEP76	269.0
chr9:74674139-74674158_C9orf57_+	C9orf57	385.0
chr7:114582431-114582450_MDFIC_-	MDFIC	467.0
chr5:130535234-130535253_LYRM7_-	LYRM7	616.0
chr5:137713493-137713512_KDM3B_+	KDM3B	660.0
chr17:62272302-62272321_TEX2_-	TEX2	1621.0
chr1:109954773-109954792_PSMA5_-	PSMA5	812.0
chr10:124812627-124812646_ACADSB_+	ACADSB	1068.0
chr6:26598200-26598219_ABT1_+	ABT1	920.0
chr8:22022999-22023018_BMP1_+	BMP1	949.0
chr15:63862684-63862703_USP3_+	USP3	529.0
chr16:20559472-20559491_ACSM2B_-	ACSM2B	2105.0
chr1:64671382-64671401_UBE2U_+	UBE2U	955.0
chr9:21481073-21481092_IFNE_-	IFNE	1077.0
chr11:1955654-1955673_TNNT3_+	TNNT3	2363.0
chr6:35438356-35438375_RPL10A_-	RPL10A	782.0
chr1:236706209-236706228_LGALS8_+	LGALS8	1000.0
chr17:7350872-7350891_CHRNB1_+	CHRNB1	857.0
chr19:54963910-54963929_LENG8_+	LENG8	379.0
chr6:10687276-10687295_C6orf52_-	C6orf52	302.0
chr19:2234011-2234030_PLEKHJ1_-	PLEKHJ1	237.0
chr1:41946774-41946793_EDN2_-	EDN2	1273.0
chr9:34647248-34647267_GALT_-	GALT	1326.0
chr6:25280011-25280030_LRRC16A_+	LRRC16A	1254.0
chr2:79384811-79384830_REG3A_-	REG3A	1369.0
chr17:40500453-40500472_STAT3_-	STAT3	1699.0
chr16:19191832-19191851_SYT17_+	SYT17	325.0
chr2:99863217-99863236_LYG2_-	LYG2	1744.0
chr6:83810496-83810515_DOPEY1_+	DOPEY1	729.0
chr3:133560156-133560175_RAB6B_-	RAB6B	910.0
chr16:28986688-28986707_SPNS1_+	SPNS1	1690.0
chr5:171303342-171303361_FBXW11_+	FBXW11	1505.0
chr1:224001938-224001957_TP53BP2_+	TP53BP2	1598.0
chr1:43233232-43233251_C1orf50_+	C1orf50	1920.0
chr4:56726668-56726687_EXOC1_-	EXOC1	1014.0
chr19:11943659-11943678_ZNF440_-	ZNF440	589.0
chr8:127569340-127569359_FAM84B_-	FAM84B	787.0
chr10:75393811-75393830_MYOZ1_-	MYOZ1	1237.0
chr6:57015615-57015634_ZNF451_+	ZNF451	1193.0
chr1:151823513-151823532_THEM5_+	THEM5	1682.0
chr2:198334865-198334884_COQ10B_+	COQ10B	1716.0
chr2:70488474-70488493_PCYOX1_-	PCYOX1	620.0
chr11:64694359-64694378_PPP2R5B_+	PPP2R5B	1242.0
chr13:101184710-101184729_GGACT_-	GGACT	913.0
chr11:64811761-64811780_SAC3D1_-	SAC3D1	529.0
chr10:35103806-35103825_PARD3_-	PARD3	1470.0
chr2:86433403-86433422_MRPL35_-	MRPL35	627.0
chr18:56816839-56816858_SEC11C_-	SEC11C	1432.0
chr10:4875628-4875647_AKR1E2_+	AKR1E2	1530.0
chr17:7484049-7484068_CD68_+	CD68	1143.0
chr11:106888712-106888731_GUCY1A2_-	GUCY1A2	1467.0
chr17:36965951-36965970_CWC25_+	CWC25	1436.0
chr1:156128524-156128543_SEMA4A_+	SEMA4A	1633.0
chr15:73624600-73624619_HCN4_-	HCN4	1693.0
chr2:170684326-170684345_UBR3_+	UBR3	1263.0
chr19:53269288-53269307_ZNF600_+	ZNF600	1200.0
chr7:149190043-149190062_ZNF746_-	ZNF746	1614.0
chr1:24298087-24298106_SRSF10_+	SRSF10	1197.0
chr2:176972389-176972408_HOXD11_+	HOXD11	539.0
chr20:37209996-37210015_ADIG_+	ADIG	862.0
chr4:10020619-10020638_SLC2A9_-	SLC2A9	551.0
chr2:237074857-237074876_GBX2_-	GBX2	1273.0
chr2:3381418-3381437_TSSC1_-	TSSC1	1325.0
chr17:53158454-53158473_STXBP4_-	STXBP4	1440.0
chr20:43547622-43547641_PABPC1L_+	PABPC1L	1066.0
chr3:129251133-129251152_RHO_+	RHO	2016.0
chr15:25620858-25620877_UBE3A_-	UBE3A	550.0
chr2:71206380-71206399_ANKRD53_+	ANKRD53	1198.0
chr1:145497383-145497402_LIX1L_+	LIX1L	300.0
chr1:201084317-201084336_ASCL5_-	ASCL5	983.0
chr19:45448430-45448449_APOC4_+	APOC4	776.0
chr1:29064839-29064858_YTHDF2_-	YTHDF2	1552.0
chr17:47656218-47656237_NXPH3_+	NXPH3	1501.0
chr17:4269568-4269587_UBE2G1_-	UBE2G1	256.0
chr13:26624876-26624895_SHISA2_-	SHISA2	935.0
chr9:75315508-75315527_TMC1_+	TMC1	676.0
chr16:85813451-85813470_EMC8_-	EMC8	1636.0
chr14:52433306-52433325_GNG2_+	GNG2	784.0
chr10:7842043-7842062_ATP5C1_-	ATP5C1	565.0
chr20:3065242-3065261_AVP_-	AVP	755.0
chr1:84963115-84963134_RPF1_-	RPF1	678.0
chr3:128526436-128526455_RAB7A_+	RAB7A	1248.0
chr3:56647613-56647632_CCDC66_+	CCDC66	1987.0
chr17:27613054-27613073_NUFIP2_-	NUFIP2	301.0
chr6:107595274-107595293_PDSS2_+	PDSS2	646.0
chr17:5384671-5384690_DERL2_-	DERL2	867.0
chr7:133859355-133859374_LRGUK_-	LRGUK	347.0
chr15:36989551-36989570_C15orf41_-	C15orf41	661.0
chrX:20153902-20153921_EIF1AX_-	EIF1AX	361.0
chr19:7604865-7604884_PNPLA6_+	PNPLA6	1336.0
chr1:153190740-153190759_PRR9_-	PRR9	1098.0
chr5:150228127-150228146_IRGM_+	IRGM	1807.0
chr16:20548571-20548590_ACSM2B_+	ACSM2B	1108.0
chr10:96260035-96260054_TBC1D12_-	TBC1D12	822.0
chr22:18210148-18210167_BCL2L13_-	BCL2L13	23.0
chr1:157666075-157666094_FCRL3_-	FCRL3	1321.0
chr7:117513463-117513482_CTTNBP2_-	CTTNBP2	1272.0
chr20:43803621-43803640_PI3_+	PI3	1095.0
chr4:169212932-169212951_DDX60_-	DDX60	1012.0
chr11:125550607-125550626_ACRV1_+	ACRV1	519.0
chr15:76301619-76301638_NRG4_-	NRG4	1391.0
chr11:66481863-66481882_SPTBN2_-	SPTBN2	975.0
chr10:81903975-81903994_PLAC9_+	PLAC9	1008.0
chr11:45936220-45936239_PEX16_-	PEX16	1651.0
chr8:26196450-26196469_PPP2R2A_+	PPP2R2A	516.0
chr4:160189317-160189336_RAPGEF2_+	RAPGEF2	1396.0
chr3:20017182-20017201_RAB5A_+	RAB5A	994.0
chr2:240500480-240500499_AC079612.1_-	AC079612.1	1607.0
chr22:39176999-39177018_DNAL4_-	DNAL4	1312.0
chr6:32784689-32784708_HLA-DOB_+	HLA-DOB	1839.0
chrX:55478796-55478815_MAGEH1_+	MAGEH1	1488.0
chr2:170416954-170416973_FASTKD1_+	FASTKD1	952.0
chrX:101910193-101910212_GPRASP1_+	GPRASP1	1974.0
chr6:75965871-75965890_TMEM30A_+	TMEM30A	985.0
chr4:69362379-69362398_TMPRSS11E_-	TMPRSS11E	817.0
chr1:31845858-31845877_FABP3_-	FABP3	1848.0
chr20:44444194-44444213_UBE2C_-	UBE2C	524.0
chr1:149949363-149949382_OTUD7B_-	OTUD7B	377.0
chrX:102471100-102471119_BEX4_+	BEX4	466.0
chr2:74074708-74074727_STAMBP_-	STAMBP	1042.0
chr12:104645301-104645320_TXNRD1_+	TXNRD1	813.0
chr15:25605659-25605678_UBE3A_-	UBE3A	748.0
chr22:33327426-33327445_SYN3_-	SYN3	2024.0
chr2:71169536-71169555_AC007040.11_-	AC007040.11	730.0
chr1:75108720-75108739_C1orf173_-	C1orf173	779.0
chr16:418399-418418_MRPL28_-	MRPL28	728.0
chr21:34971465-34971484_CRYZL1_+	CRYZL1	636.0
chr5:149389991-149390010_HMGXB3_-	HMGXB3	696.0
chr7:50513985-50514004_FIGNL1_-	FIGNL1	791.0
chr9:34657414-34657433_IL11RA_+	IL11RA	1300.0
chr4:99802278-99802297_EIF4E_-	EIF4E	960.0
chr6:10704976-10704995_PAK1IP1_+	PAK1IP1	391.0
chr3:172482232-172482251_ECT2_-	ECT2	978.0
chr11:60201303-60201322_MS4A5_-	MS4A5	879.0
chr9:2029092-2029111_SMARCA2_-	SMARCA2	765.0
chr5:176316730-176316749_HK3_-	HK3	846.0
chr19:48305361-48305380_TPRX1_+	TPRX1	1348.0
chr9:88938067-88938086_ZCCHC6_-	ZCCHC6	564.0
chr10:135170227-135170246_FUOM_-	FUOM	449.0
chr19:3831861-3831880_ZFR2_-	ZFR2	1323.0
chr3:195938104-195938123_ZDHHC19_+	ZDHHC19	1354.0
chr12:19282721-19282740_PLEKHA5_+	PLEKHA5	687.0
chr11:111414644-111414663_LAYN_+	LAYN	1607.0
chr1:32667635-32667654_CCDC28B_-	CCDC28B	1104.0
chr3:44694045-44694064_ZNF35_+	ZNF35	1484.0
chr12:10999897-10999916_PRR4_+	PRR4	1203.0
chr19:49838788-49838807_CD37_+	CD37	1411.0
chr14:94909131-94909150_SERPINA11_-	SERPINA11	1054.0
chr9:125391373-125391392_OR1B1_+	OR1B1	923.0
chr1:36929797-36929816_MRPS15_-	MRPS15	1117.0
chr15:69238000-69238019_SPESP1_+	SPESP1	782.0
chr18:743302-743321_YES1_+	YES1	310.0
chr6:79924724-79924743_HMGN3_-	HMGN3	335.0
chr10:126093993-126094012_OAT_+	OAT	1074.0
chr2:239237331-239237350_TRAF3IP1_+	TRAF3IP1	1215.0
chr7:87005013-87005032_CROT_+	CROT	473.0
chr2:219854974-219854993_CRYBA2_+	CRYBA2	1243.0
chr6:33287978-33287997_DAXX_-	DAXX	992.0
chr4:54244030-54244049_FIP1L1_+	FIP1L1	993.0
chr12:133698261-133698280_ZNF891_-	ZNF891	660.0
chr19:52084748-52084767_ZNF175_+	ZNF175	689.0
chr5:110092396-110092415_SLC25A46_+	SLC25A46	720.0
chr2:150061815-150061834_LYPD6B_-	LYPD6B	610.0
chr12:55421132-55421151_NEUROD4_-	NEUROD4	664.0
chr21:42694939-42694958_FAM3B_-	FAM3B	1561.0
chr12:53344528-53344547_KRT18_+	KRT18	335.0
chr11:102199631-102199650_BIRC3_+	BIRC3	1865.0
chr7:6441624-6441643_RAC1_+	RAC1	1415.0
chr5:176631137-176631156_NSD1_+	NSD1	1115.0
chr21:33671339-33671358_MRAP_+	MRAP	986.0
chr19:55144474-55144493_LILRB1_+	LILRB1	1565.0
chr7:141619551-141619570_OR9A4_-	OR9A4	757.0
chr7:134252987-134253006_AKR1B15_+	AKR1B15	637.0
chrY:4900725-4900744_PCDH11Y_+	PCDH11Y	1066.0
chr5:140475118-140475137_PCDHB2_+	PCDHB2	1774.0
chr1:63867977-63867996_ALG6_-	ALG6	950.0
chr5:173531305-173531324_NSG2_+	NSG2	1320.0
chr2:192012848-192012867_STAT4_-	STAT4	903.0
chr19:36234794-36234813_U2AF1L4_-	U2AF1L4	747.0
chr1:26764709-26764728_DHDDS_+	DHDDS	1093.0
chrX:48325365-48325384_SLC38A5_-	SLC38A5	1823.0
chr6:33380345-33380364_PHF1_+	PHF1	467.0
chr15:42736437-42736456_ZNF106_-	ZNF106	1067.0
chr10:101295253-101295272_NKX2-3_+	NKX2-3	1611.0
chr6:24706397-24706416_C6orf62_+	C6orf62	1591.0
chr17:59668178-59668197_NACA2_+	NACA2	1190.0
chr9:16215788-16215807_C9orf92_-	C9orf92	928.0
LacZ:2967-2986_LacZ_-	LacZ	530.0
chr1:78481835-78481854_DNAJB4_-	DNAJB4	616.0
chr10:90574374-90574393_LIPM_+	LIPM	1151.0
luciferase:1042-1061_luciferase_+	luciferase	1094.0
chr20:168700-168719_DEFB128_-	DEFB128	476.0
chr19:37203392-37203411_ZNF567_+	ZNF567	1287.0
chr3:132319373-132319392_ACKR4_-	ACKR4	579.0
chr13:95273416-95273435_GPR180_+	GPR180	1657.0
chr3:134201631-134201650_ANAPC13_+	ANAPC13	331.0
chr12:80083801-80083820_PAWR_-	PAWR	1300.0
chr12:12618636-12618655_LOH12CR1_+	LOH12CR1	491.0
chrX:70072923-70072942_TEX11_+	TEX11	678.0
chr1:26646775-26646794_CD52_-	CD52	567.0
chr1:27320782-27320801_TRNP1_+	TRNP1	1207.0
chr5:70806462-70806481_BDP1_+	BDP1	1038.0
chr19:11363181-11363200_DOCK6_+	DOCK6	658.0
chr12:92818683-92818702_CLLU1_-	CLLU1	695.0
chr8:38810200-38810219_PLEKHA2_-	PLEKHA2	505.0
chr10:103898508-103898527_PPRC1_-	PPRC1	1431.0
chr15:90814737-90814756_NGRN_+	NGRN	570.0
chr1:42621212-42621231_GUCA2B_-	GUCA2B	593.0
chrX:54044114-54044133_PHF8_+	PHF8	787.0
chr10:115890908-115890927_C10orf118_-	C10orf118	1032.0
chr14:50052998-50053017_RPS29_+	RPS29	846.0
chr7:142457361-142457380_PRSS1_-	PRSS1	1542.0
chr17:11461531-11461550_SHISA6_+	SHISA6	711.0
chr17:80477752-80477771_FOXK2_+	FOXK2	822.0
chr14:24680707-24680726_CHMP4A_+	CHMP4A	651.0
chr6:168430279-168430298_KIF25_-	KIF25	705.0
chr3:46414653-46414672_CCR5_+	CCR5	1367.0
chr19:49858400-49858419_TEAD2_+	TEAD2	1025.0
chr12:46355591-46355610_SCAF11_+	SCAF11	760.0
chr1:173883879-173883898_SERPINC1_-	SERPINC1	757.0
chr18:66364465-66364484_TMX3_-	TMX3	883.0
chr16:70170102-70170121_PDPR_-	PDPR	760.0
chr2:86406603-86406622_IMMT_-	IMMT	853.0
chrX:103294563-103294582_H2BFM_-	H2BFM	1288.0
chr9:34401664-34401683_FAM219A_+	FAM219A	1341.0
chr8:57127179-57127198_CHCHD7_-	CHCHD7	1373.0
chr7:152549304-152549323_ACTR3B_+	ACTR3B	547.0
chr6:26017913-26017932_HIST1H1A_+	HIST1H1A	641.0
chr13:37679380-37679399_CSNK1A1L_-	CSNK1A1L	950.0
chr1:16559498-16559517_RSG1_-	RSG1	1057.0
chr17:79212799-79212818_ENTHD2_+	ENTHD2	1110.0
chr19:55570629-55570648_RDH13_-	RDH13	1486.0
chr7:99957013-99957032_PILRB_+	PILRB	523.0
chr8:22438111-22438130_PDLIM2_+	PDLIM2	1223.0
chr5:175816327-175816346_HIGD2A_+	HIGD2A	2219.0
chr5:79747351-79747370_ZFYVE16_+	ZFYVE16	789.0
chr1:32384631-32384650_PTP4A2_+	PTP4A2	492.0
chr1:233750045-233750064_KCNK1_-	KCNK1	2029.0
chr5:95194647-95194666_C5orf27_-	C5orf27	1465.0
chr5:133873769-133873788_PHF15_-	PHF15	1162.0
LacZ:1763-1782_LacZ_-	LacZ	594.0
chr2:108998853-108998872_SULT1C4_+	SULT1C4	1348.0
chr6:27782863-27782882_HIST1H2BM_+	HIST1H2BM	969.0
chr19:14508918-14508937_CD97_+	CD97	1424.0
chr17:72968718-72968737_HID1_-	HID1	898.0
chr20:54579005-54579024_CBLN4_-	CBLN4	1935.0
chr16:55706049-55706068_SLC6A2_+	SLC6A2	387.0
chr14:21526455-21526474_RNASE8_+	RNASE8	1637.0
chr1:15623246-15623265_FHAD1_-	FHAD1	733.0
chr3:52014602-52014621_ABHD14A_+	ABHD14A	419.0
chr4:17579169-17579188_LAP3_+	LAP3	1899.0
chr11:92600046-92600065_FAT3_-	FAT3	1540.0
chr2:69297807-69297826_ANTXR1_+	ANTXR1	1494.0
chr18:61323082-61323101_SERPINB3_+	SERPINB3	1411.0
chr2:85554260-85554279_TGOLN2_-	TGOLN2	853.0
chr11:18195255-18195274_MRGPRX4_-	MRGPRX4	394.0
chr19:40006608-40006627_SELV_+	SELV	951.0
chr22:38363117-38363136_POLR2F_-	POLR2F	761.0
chr8:11851519-11851538_DEFB134_+	DEFB134	444.0
chr1:153964535-153964554_RPS27_+	RPS27	533.0
chr11:123908904-123908923_OR10G7_-	OR10G7	2912.0
chr1:243419489-243419508_SDCCAG8_-	SDCCAG8	1239.0
chr14:94505376-94505395_OTUB2_-	OTUB2	1932.0
chr11:64068407-64068426_TEX40_+	TEX40	847.0
chr14:23899810-23899829_MYH7_-	MYH7	982.0
chr12:58158986-58159005_CYP27B1_-	CYP27B1	1558.0
chr15:57999075-57999094_POLR2M_+	POLR2M	1429.0
chr1:65614197-65614216_AK4_-	AK4	978.0
chr15:64275920-64275939_DAPK2_+	DAPK2	1051.0
chr7:130020348-130020367_CPA1_+	CPA1	502.0
chr22:19130252-19130271_DGCR14_+	DGCR14	2004.0
chr9:130690735-130690754_PIP5KL1_-	PIP5KL1	1594.0
chr5:115420763-115420782_COMMD10_-	COMMD10	1181.0
chr1:1203328-1203347_UBE2J2_-	UBE2J2	872.0
chr1:228560165-228560184_OBSCN_-	OBSCN	2311.0
chr9:140120177-140120196_C9orf169_-	C9orf169	954.0
chr1:8073815-8073834_ERRFI1_-	ERRFI1	1125.0
chr4:100870855-100870874_H2AFZ_-	H2AFZ	1621.0
chr12:52908920-52908939_KRT5_+	KRT5	30.0
chr17:3379516-3379535_ASPA_-	ASPA	950.0
chr10:118458241-118458260_HSPA12A_-	HSPA12A	1079.0
chr9:111929217-111929236_FRRS1L_-	FRRS1L	781.0
chr11:64851161-64851180_CDCA5_-	CDCA5	1206.0
chr2:239757026-239757045_TWIST2_-	TWIST2	938.0
chr19:35773529-35773548_HAMP_+	HAMP	1828.0
chr18:44702574-44702593_IER3IP1_+	IER3IP1	850.0
chr17:73481993-73482012_KIAA0195_+	KIAA0195	1395.0
chr6:34508864-34508883_SPDEF_+	SPDEF	1344.0
chr2:96970537-96970556_SNRNP200_+	SNRNP200	903.0
chr6:27114517-27114536_HIST1H2BK_-	HIST1H2BK	1073.0
chr12:120907233-120907252_SRSF9_+	SRSF9	647.0
chr19:18548760-18548779_ISYNA1_+	ISYNA1	665.0
chr5:175815445-175815464_NOP16_-	NOP16	1401.0
chr19:49575354-49575373_KCNA7_+	KCNA7	799.0
chr6:30712088-30712107_IER3_+	IER3	0.0
chr6:167369568-167369587_RNASET2_+	RNASET2	944.0
chrX:129208081-129208100_ELF4_-	ELF4	889.0
chr17:40342896-40342915_GHDC_+	GHDC	1548.0
chr11:76572067-76572086_ACER3_-	ACER3	1440.0
chr20:2446401-2446420_SNRPB_+	SNRPB	1410.0
chr12:116714930-116714949_MED13L_-	MED13L	875.0
chr1:224371053-224371072_DEGS1_+	DEGS1	718.0
chr5:178421630-178421649_GRM6_-	GRM6	487.0
chr9:109694761-109694780_ZNF462_-	ZNF462	672.0
chr14:24521376-24521395_LRRC16B_-	LRRC16B	876.0
chr17:25919577-25919596_KSR1_+	KSR1	494.0
chr6:44238551-44238570_TMEM151B_+	TMEM151B	523.0
chr17:3495464-3495483_TRPV1_-	TRPV1	518.0
chrX:47517008-47517027_UXT_-	UXT	548.0
chr14:81686835-81686854_GTF2A1_-	GTF2A1	515.0
chr2:208576757-208576776_CCNYL1_-	CCNYL1	1352.0
chr19:9968390-9968409_OLFM2_-	OLFM2	663.0
chr2:25013415-25013434_PTRHD1_+	PTRHD1	1333.0
chr19:40889696-40889715_HIPK4_+	HIPK4	727.0
chr3:49775722-49775741_IP6K1_-	IP6K1	1051.0
chr5:37834809-37834828_GDNF_+	GDNF	1602.0
chr11:6245645-6245664_FAM160A2_+	FAM160A2	1817.0
chr13:108518395-108518414_FAM155A_-	FAM155A	931.0
chr1:23848505-23848524_E2F2_-	E2F2	959.0
chr22:20114530-20114549_RANBP1_+	RANBP1	1033.0
chr12:52908922-52908941_KRT5_-	KRT5	0.0
chr12:52908946-52908965_KRT5_-	KRT5	0.0
chr12:105467690-105467709_ALDH1L2_+	ALDH1L2	2288.0
chr1:182369291-182369310_TEDDM1_+	TEDDM1	1311.0
chr3:16306363-16306382_DPH3_+	DPH3	1124.0
chr22:50689402-50689421_HDAC10_+	HDAC10	960.0
chr19:47217150-47217169_PRKD2_-	PRKD2	1063.0
chr3:52089969-52089988_DUSP7_+	DUSP7	1012.0
chr11:33886249-33886268_LMO2_+	LMO2	472.0
chr19:5686925-5686944_HSD11B1L_+	HSD11B1L	1137.0
chr3:122102068-122102087_CCDC58_-	CCDC58	1258.0
chr6:89808609-89808628_SRSF12_-	SRSF12	592.0
chr4:68610269-68610288_GNRHR_+	GNRHR	867.0
chr9:125273983-125274002_OR1J2_-	OR1J2	631.0
chr8:25337612-25337631_CDCA2_-	CDCA2	459.0
chr12:11338865-11338884_TAS2R42_-	TAS2R42	1271.0
chr19:49979674-49979693_FLT3LG_+	FLT3LG	917.0
chr4:175229830-175229849_CEP44_+	CEP44	536.0
chr5:150646924-150646943_GM2A_-	GM2A	1173.0
chr11:47374187-47374206_MYBPC3_-	MYBPC3	728.0
chr19:2073391-2073410_MOB3A_+	MOB3A	1301.0
chr11:64641912-64641931_EHD1_+	EHD1	678.0
chr11:76164376-76164395_C11orf30_-	C11orf30	682.0
chr15:75197005-75197024_FAM219B_+	FAM219B	699.0
chr20:62153096-62153115_PPDPF_-	PPDPF	697.0
chrX:99840017-99840036_TNMD_-	TNMD	956.0
chr15:91145596-91145615_CRTC3_+	CRTC3	895.0
chr4:175899041-175899060_ADAM29_-	ADAM29	1664.0
chr7:44684968-44684987_OGDH_-	OGDH	1435.0
chr12:49298803-49298822_CCDC65_-	CCDC65	577.0
LacZ:2926-2945_LacZ_-	LacZ	604.0
chr10:15120984-15121003_ACBD7_-	ACBD7	1331.0
chr19:36642604-36642623_COX7A1_+	COX7A1	858.0
chr3:53215245-53215264_PRKCD_-	PRKCD	563.0
chr16:28944414-28944433_CD19_+	CD19	1222.0
chr1:211749476-211749495_SLC30A1_+	SLC30A1	1546.0
chr21:34542465-34542484_C21orf54_-	C21orf54	1341.0
chrX:100625008-100625027_BTK_-	BTK	168.0
chr12:44194275-44194294_TWF1_-	TWF1	1032.0
chr3:149508670-149508689_ANKUB1_-	ANKUB1	1367.0
chr7:154775016-154775035_PAXIP1_-	PAXIP1	1642.0
chr11:113700021-113700040_USP28_+	USP28	1075.0
chr4:118006388-118006407_TRAM1L1_+	TRAM1L1	303.0
chr3:143185884-143185903_SLC9A9_+	SLC9A9	1406.0
chr8:8185487-8185506_SGK223_+	SGK223	1092.0
chr6:131941771-131941790_MED23_-	MED23	1398.0
chr11:821952-821971_PNPLA2_+	PNPLA2	705.0
chr1:45799142-45799161_MUTYH_-	MUTYH	686.0
chr10:60094963-60094982_UBE2D1_-	UBE2D1	979.0
chr12:118829066-118829085_SUDS3_+	SUDS3	1176.0
LacZ:301-320_LacZ_-	LacZ	696.0
chrX:15270474-15270493_ASB9_+	ASB9	460.0
chr6:31807327-31807346_C6orf48_+	C6orf48	612.0
chr1:165649778-165649797_ALDH9A1_+	ALDH9A1	1809.0
chr21:44293661-44293680_WDR4_+	WDR4	1155.0
chr11:67168619-67168638_PPP1CA_-	PPP1CA	1969.0
chr6:42993789-42993808_RRP36_-	RRP36	251.0
chr1:12921270-12921289_PRAMEF2_-	PRAMEF2	563.0
chr12:112891172-112891191_PTPN11_-	PTPN11	753.0
chr14:25077477-25077496_GZMH_-	GZMH	1066.0
chr7:129297176-129297195_NRF1_+	NRF1	1313.0
chr15:41120652-41120671_PPP1R14D_-	PPP1R14D	893.0
chr1:52549163-52549182_BTF3L4_+	BTF3L4	1222.0
chr9:35562646-35562665_FAM166B_+	FAM166B	558.0
chr1:70766546-70766565_ANKRD13C_-	ANKRD13C	922.0
chr19:55918248-55918267_UBE2S_-	UBE2S	1994.0
chr22:24109598-24109617_CHCHD10_-	CHCHD10	486.0
chr15:66586059-66586078_DIS3L_-	DIS3L	1188.0
chr9:2643388-2643407_VLDLR_-	VLDLR	1483.0
chr14:104624187-104624206_KIF26A_-	KIF26A	2050.0
chr7:45960510-45960529_IGFBP3_-	IGFBP3	1613.0
chr14:31926479-31926498_DTD2_+	DTD2	1531.0
chr12:70990077-70990096_PTPRB_+	PTPRB	973.0
chr14:94640825-94640844_PPP4R4_-	PPP4R4	745.0
chr11:73362871-73362890_PLEKHB1_+	PLEKHB1	1028.0
chr14:20216262-20216281_OR4Q3_+	OR4Q3	1107.0
chrX:100349860-100349879_TMEM35_+	TMEM35	1259.0
chr7:92985355-92985374_CCDC132_+	CCDC132	1186.0
chr2:79348025-79348044_REG1A_-	REG1A	620.0
chr5:180631754-180631773_TRIM7_+	TRIM7	1088.0
chr7:56062628-56062647_GBAS_-	GBAS	1371.0
chr2:27481679-27481698_SLC30A3_-	SLC30A3	1199.0
chr4:79500214-79500233_ANXA3_+	ANXA3	778.0
chr6:25488795-25488814_LRRC16A_-	LRRC16A	578.0
chr1:151634669-151634688_SNX27_+	SNX27	572.0
chr21:37713822-37713841_MORC3_+	MORC3	1816.0
chr15:54793073-54793092_UNC13C_-	UNC13C	952.0
chr19:14875280-14875299_EMR2_-	EMR2	989.0
chr9:34557958-34557977_CNTFR_+	CNTFR	612.0
chr16:67516916-67516935_AGRP_+	AGRP	510.0
chr2:73303218-73303237_RAB11FIP5_-	RAB11FIP5	1049.0
chr19:6047494-6047513_RFX2_-	RFX2	473.0
chr2:232672228-232672247_COPS7B_-	COPS7B	506.0
chr12:133324747-133324766_ANKLE2_+	ANKLE2	1126.0
chr6:30035175-30035194_PPP1R11_+	PPP1R11	715.0
chr10:43870964-43870983_FXYD4_+	FXYD4	900.0
chr10:129535895-129535914_FOXI2_-	FOXI2	916.0
chr6:31583100-31583119_AIF1_+	AIF1	881.0
chr16:4744114-4744133_NUDT16L1_+	NUDT16L1	1075.0
chr6:28501878-28501897_GPX5_-	GPX5	1178.0
chrX:47445004-47445023_TIMP1_+	TIMP1	102.0
chr11:107833058-107833077_RAB39A_+	RAB39A	934.0
chr20:43752493-43752512_WFDC12_+	WFDC12	1283.0
chr6:24873982-24874001_FAM65B_+	FAM65B	809.0
chr1:159810559-159810578_C1orf204_+	C1orf204	900.0
chr9:35078652-35078671_FANCG_-	FANCG	688.0
chr15:42447729-42447748_PLA2G4F_-	PLA2G4F	1509.0
chr16:719599-719618_RHOT2_-	RHOT2	691.0
chr17:76122341-76122360_TMC6_+	TMC6	1027.0
chr11:67402696-67402715_TBX10_+	TBX10	1087.0
chr3:169530235-169530254_LRRC34_+	LRRC34	1137.0
chr12:56975917-56975936_RBMS2_-	RBMS2	637.0
chr6:41755542-41755561_TOMM6_+	TOMM6	0.0
chr5:140223234-140223253_PCDHA8_-	PCDHA8	822.0
chr11:9430072-9430091_IPO7_+	IPO7	498.0
chr4:48852052-48852071_OCIAD1_-	OCIAD1	1057.0
chr22:43089602-43089621_A4GALT_-	A4GALT	680.0
chr19:16263393-16263412_HSH2D_-	HSH2D	693.0
chr7:129028918-129028937_AHCYL2_+	AHCYL2	674.0
chr3:167033540-167033559_ZBBX_-	ZBBX	620.0
chr10:70587663-70587682_STOX1_-	STOX1	398.0
chr5:74650409-74650428_HMGCR_+	HMGCR	323.0
chr3:2928753-2928772_CNTN4_+	CNTN4	467.0
chr5:125894988-125895007_ALDH7A1_+	ALDH7A1	820.0
