sgRNA_ID	Gene	HAP1_T18B
chr18:48584813-48584832_SMAD4_-	SMAD4	307.0
chr22:43460190-43460209_TTLL1_+	TTLL1	108.0
chr1:10161244-10161263_UBE4B_-	UBE4B	207.0
chr13:23898532-23898551_SGCG_+	SGCG	517.0
chr5:150566967-150566986_CCDC69_-	CCDC69	444.0
chr22:39178662-39178681_DNAL4_+	DNAL4	294.0
chr11:76091786-76091805_PRKRIR_+	PRKRIR	42.0
chr7:76891492-76891511_CCDC146_-	CCDC146	224.0
chr5:176084552-176084571_TSPAN17_+	TSPAN17	254.0
chr5:39153544-39153563_FYB_+	FYB	317.0
chr1:93965038-93965057_FNBP1L_+	FNBP1L	145.0
chr17:49346192-49346211_UTP18_+	UTP18	5.0
chr8:87498799-87498818_RMDN1_-	RMDN1	190.0
chr6:71276670-71276689_C6orf57_+	C6orf57	197.0
chr12:58335643-58335662_XRCC6BP1_+	XRCC6BP1	276.0
chr1:70641510-70641529_LRRC40_+	LRRC40	547.0
chr11:34515212-34515231_ELF5_+	ELF5	421.0
chr4:46737177-46737196_COX7B2_+	COX7B2	98.0
chr7:101259567-101259586_MYL10_-	MYL10	940.0
chr5:177457603-177457622_FAM153C_+	FAM153C	414.0
chr7:48018351-48018370_HUS1_+	HUS1	40.0
chr12:10777340-10777359_STYK1_-	STYK1	251.0
chr7:150325074-150325093_GIMAP6_-	GIMAP6	200.0
chr11:66444306-66444325_RBM4B_-	RBM4B	147.0
chr7:119914674-119914693_KCND2_+	KCND2	254.0
chr3:112548213-112548232_CD200R1L_-	CD200R1L	716.0
chr11:93470330-93470349_TAF1D_+	TAF1D	71.0
chrX:154736659-154736678_TMLHE_+	TMLHE	620.0
chr1:27159056-27159075_ZDHHC18_-	ZDHHC18	380.0
chr12:70004042-70004061_LRRC10_-	LRRC10	456.0
chr11:1785015-1785034_CTSD_+	CTSD	321.0
chr8:121437551-121437570_MRPL13_-	MRPL13	0.0
chr17:62850727-62850746_LRRC37A3_+	LRRC37A3	742.0
chr6:165715651-165715670_C6orf118_-	C6orf118	295.0
chr11:68673579-68673598_IGHMBP2_-	IGHMBP2	162.0
chr10:75541881-75541900_CHCHD1_-	CHCHD1	71.0
chr7:106513017-106513036_PIK3CG_-	PIK3CG	328.0
chr6:43275378-43275397_CRIP3_-	CRIP3	755.0
chr19:17514954-17514973_BST2_-	BST2	474.0
chr10:114169374-114169393_ACSL5_-	ACSL5	247.0
chr10:75186090-75186109_MSS51_+	MSS51	716.0
chr3:23942483-23942502_NKIRAS1_-	NKIRAS1	91.0
chr4:88236672-88236691_HSD17B13_-	HSD17B13	631.0
chr16:5141853-5141872_FAM86A_+	FAM86A	472.0
chr1:110009733-110009752_SYPL2_+	SYPL2	246.0
chr1:180471379-180471398_ACBD6_-	ACBD6	218.0
chr19:49621878-49621897_C19orf73_+	C19orf73	305.0
chrX:71401627-71401646_PIN4_+	PIN4	316.0
chr19:49113207-49113226_FAM83E_-	FAM83E	278.0
chr2:234763045-234763064_HJURP_-	HJURP	0.0
chr19:33465070-33465089_C19orf40_+	C19orf40	456.0
chr1:156595055-156595074_HAPLN2_+	HAPLN2	250.0
chr17:7256248-7256267_KCTD11_+	KCTD11	132.0
chr19:2137053-2137072_AP3D1_-	AP3D1	238.0
chr1:161044140-161044159_PVRL4_+	PVRL4	153.0
chr1:153516247-153516266_S100A4_-	S100A4	314.0
chr18:13681815-13681834_FAM210A_+	FAM210A	357.0
chr19:49944606-49944625_SLC17A7_+	SLC17A7	415.0
chr6:130031153-130031172_ARHGAP18_+	ARHGAP18	231.0
chr1:150551827-150551846_MCL1_+	MCL1	146.0
chr2:242128151-242128170_ANO7_-	ANO7	353.0
chr17:42293021-42293040_UBTF_-	UBTF	26.0
chr8:21966764-21966783_NUDT18_-	NUDT18	559.0
chrX:37312722-37312741_PRRG1_-	PRRG1	2102.0
chr3:185434487-185434506_C3orf65_-	C3orf65	727.0
chr17:27074261-27074280_TRAF4_+	TRAF4	217.0
chr14:20876418-20876437_TEP1_-	TEP1	484.0
chrX:50653942-50653961_BMP15_-	BMP15	837.0
chr3:119165900-119165919_TMEM39A_+	TMEM39A	193.0
chr3:8574490-8574509_LMCD1_+	LMCD1	377.0
chr7:4002427-4002446_SDK1_+	SDK1	454.0
chr19:43698655-43698674_PSG4_-	PSG4	305.0
chr4:47465662-47465681_COMMD8_-	COMMD8	377.0
chr1:9994822-9994841_LZIC_-	LZIC	210.0
chr11:65771203-65771222_BANF1_+	BANF1	126.0
chr15:62360724-62360743_C2CD4A_+	C2CD4A	429.0
chr11:74700096-74700115_NEU3_+	NEU3	832.0
chr17:7324804-7324823_SPEM1_+	SPEM1	536.0
chr19:19638522-19638541_NDUFA13_+	NDUFA13	20.0
chr17:30264371-30264390_SUZ12_+	SUZ12	441.0
chr16:2086848-2086867_SLC9A3R2_+	SLC9A3R2	440.0
chr13:47409003-47409022_HTR2A_-	HTR2A	129.0
chr5:102488395-102488414_PPIP5K2_-	PPIP5K2	331.0
chr4:16227910-16227929_TAPT1_-	TAPT1	274.0
chr9:124936844-124936863_MORN5_+	MORN5	267.0
chr11:57472519-57472538_MED19_+	MED19	20.0
chr10:70161432-70161451_RUFY2_+	RUFY2	165.0
chr7:750974-750993_PRKAR1B_+	PRKAR1B	1234.0
chr16:55907763-55907782_CES5A_+	CES5A	98.0
chr22:37875463-37875482_MFNG_-	MFNG	354.0
chr2:130897241-130897260_CCDC74B_-	CCDC74B	240.0
chr7:158109523-158109542_PTPRN2_+	PTPRN2	238.0
chr1:161475776-161475795_FCGR2A_+	FCGR2A	9.0
chr22:50706029-50706048_MAPK11_-	MAPK11	135.0
chr10:73588780-73588799_PSAP_+	PSAP	571.0
chr1:11866396-11866415_CLCN6_-	CLCN6	424.0
chr2:152138482-152138501_NMI_-	NMI	66.0
chr14:60976389-60976408_SIX6_+	SIX6	352.0
chr9:18950811-18950830_FAM154A_+	FAM154A	186.0
chr7:32590949-32590968_AVL9_-	AVL9	206.0
chr2:100368726-100368745_AFF3_+	AFF3	360.0
chr2:32602816-32602835_BIRC6_+	BIRC6	345.0
chr11:63742184-63742203_COX8A_+	COX8A	385.0
chr6:55264216-55264235_GFRAL_-	GFRAL	70.0
chr8:122629407-122629426_HAS2_-	HAS2	738.0
chr5:146795302-146795321_DPYSL3_+	DPYSL3	197.0
chr11:6523989-6524008_DNHD1_+	DNHD1	271.0
chr2:63720021-63720040_WDPCP_-	WDPCP	683.0
chr3:143691486-143691505_C3orf58_-	C3orf58	378.0
chr18:9102792-9102811_NDUFV2_-	NDUFV2	253.0
chr20:4705362-4705381_PRND_-	PRND	183.0
chr1:45323392-45323411_EIF2B3_-	EIF2B3	88.0
chr3:3192690-3192709_CRBN_+	CRBN	342.0
chr7:47988031-47988050_PKD1L1_-	PKD1L1	181.0
chr5:75893325-75893344_IQGAP2_+	IQGAP2	222.0
chr1:31215330-31215349_LAPTM5_+	LAPTM5	1289.0
chr7:141673088-141673107_TAS2R38_+	TAS2R38	572.0
chrX:106957848-106957867_TSC22D3_+	TSC22D3	455.0
chr2:203560705-203560724_FAM117B_-	FAM117B	252.0
chr1:33478836-33478855_AK2_+	AK2	22.0
chr6:27839697-27839716_HIST1H3I_-	HIST1H3I	372.0
chr1:155014221-155014240_DCST1_-	DCST1	246.0
chr9:74674242-74674261_C9orf57_-	C9orf57	154.0
chr6:161007503-161007522_LPA_+	LPA	593.0
chr4:649755-649774_PDE6B_-	PDE6B	285.0
chr17:39577187-39577206_KRT37_+	KRT37	316.0
chr2:86683604-86683623_KDM3A_+	KDM3A	383.0
chr17:80678202-80678221_FN3KRP_+	FN3KRP	177.0
chr2:28081317-28081336_RBKS_-	RBKS	613.0
chr11:5364686-5364705_OR51B5_-	OR51B5	278.0
chr12:124093256-124093275_DDX55_+	DDX55	0.0
chr10:29169200-29169219_C10orf126_+	C10orf126	330.0
chr17:73699430-73699449_SAP30BP_+	SAP30BP	172.0
chr6:96651564-96651583_FUT9_-	FUT9	165.0
chr12:118574002-118574021_PEBP1_+	PEBP1	55.0
chr7:44575938-44575957_NPC1L1_+	NPC1L1	52.0
chr15:43513003-43513022_EPB42_+	EPB42	392.0
chrX:106884137-106884156_PRPS1_-	PRPS1	316.0
chr20:34287577-34287596_ROMO1_-	ROMO1	23.0
chr2:163002062-163002081_GCG_-	GCG	167.0
chr4:186291829-186291848_LRP2BP_-	LRP2BP	340.0
chr15:98995133-98995152_FAM169B_-	FAM169B	33.0
chr1:41847603-41847622_FOXO6_+	FOXO6	1109.0
chr4:103236852-103236871_SLC39A8_+	SLC39A8	694.0
chr15:80189324-80189343_MTHFS_-	MTHFS	517.0
chr2:187618662-187618681_FAM171B_+	FAM171B	273.0
chr9:131866498-131866517_CRAT_+	CRAT	79.0
chr22:30051634-30051653_NF2_+	NF2	71.0
chr21:39671729-39671748_KCNJ15_-	KCNJ15	752.0
chr1:43148296-43148315_YBX1_-	YBX1	254.0
chr4:144354658-144354677_GAB1_-	GAB1	340.0
chr2:98264526-98264545_COX5B_-	COX5B	23.0
chr11:73536802-73536821_MRPL48_-	MRPL48	198.0
chr11:123814284-123814303_OR6T1_-	OR6T1	812.0
chr15:78390367-78390386_SH2D7_+	SH2D7	431.0
chr16:54318719-54318738_IRX3_+	IRX3	469.0
chr1:153604263-153604282_S100A1_+	S100A1	498.0
chr1:110026694-110026713_ATXN7L2_-	ATXN7L2	372.0
chr7:100486727-100486746_UFSP1_-	UFSP1	652.0
chrX:153608358-153608377_EMD_+	EMD	74.0
chr1:109553703-109553722_WDR47_-	WDR47	490.0
chr1:156615904-156615923_BCAN_+	BCAN	375.0
chr1:209974725-209974744_IRF6_+	IRF6	516.0
chr10:104247999-104248018_ACTR1A_-	ACTR1A	35.0
chr11:788476-788495_CEND1_+	CEND1	228.0
chr2:219093448-219093467_ARPC2_+	ARPC2	111.0
chr12:11420320-11420339_PRB3_+	PRB3	1279.0
chr14:65198439-65198458_PLEKHG3_-	PLEKHG3	265.0
chr19:50940748-50940767_MYBPC2_-	MYBPC2	470.0
chr12:31435710-31435729_FAM60A_+	FAM60A	359.0
chr2:113414705-113414724_SLC20A1_+	SLC20A1	620.0
chr1:36766606-36766625_THRAP3_+	THRAP3	205.0
chr12:54734337-54734356_COPZ1_-	COPZ1	56.0
chr2:216300382-216300401_FN1_+	FN1	615.0
chr17:48245330-48245349_SGCA_+	SGCA	472.0
chr1:154192351-154192370_C1orf43_-	C1orf43	52.0
chr12:18241880-18241899_RERGL_-	RERGL	662.0
chr10:75005793-75005812_DNAJC9_-	DNAJC9	9.0
chr1:40717018-40717037_TMCO2_+	TMCO2	533.0
chr21:35468005-35468024_SLC5A3_+	SLC5A3	363.0
chr1:163325149-163325168_NUF2_+	NUF2	4.0
chr9:125014160-125014179_RBM18_-	RBM18	623.0
chr11:65789038-65789057_CATSPER1_+	CATSPER1	431.0
chr2:171911616-171911635_TLK1_+	TLK1	88.0
chr3:196434610-196434629_CEP19_-	CEP19	204.0
chr1:229434737-229434756_RAB4A_+	RAB4A	155.0
chr17:47039160-47039179_GIP_-	GIP	257.0
chr2:238969763-238969782_SCLY_+	SCLY	208.0
chr8:88296959-88296978_CNBD1_+	CNBD1	159.0
chr2:202149950-202149969_CASP8_-	CASP8	196.0
chr3:148904381-148904400_CP_-	CP	253.0
chr12:107371790-107371809_MTERFD3_-	MTERFD3	75.0
chr5:72744124-72744143_FOXD1_-	FOXD1	290.0
chr13:113798180-113798199_F10_+	F10	963.0
chr14:96848587-96848606_GSKIP_+	GSKIP	236.0
chr14:64954464-64954483_ZBTB25_-	ZBTB25	350.0
chr12:66603926-66603945_IRAK3_+	IRAK3	200.0
chr8:23423828-23423847_SLC25A37_+	SLC25A37	357.0
chr17:56247019-56247038_OR4D2_+	OR4D2	229.0
chr20:49197988-49198007_PTPN1_-	PTPN1	742.0
chr7:20420395-20420414_ITGB8_+	ITGB8	93.0
chr1:169847831-169847850_SCYL3_-	SCYL3	204.0
chr22:46674516-46674535_TTC38_+	TTC38	120.0
chr12:10010183-10010202_CLEC2B_+	CLEC2B	105.0
chr10:63964763-63964782_RTKN2_-	RTKN2	393.0
chr19:12939701-12939720_RTBDN_-	RTBDN	240.0
chr14:20917368-20917387_OSGEP_-	OSGEP	57.0
chr11:111789700-111789719_C11orf52_+	C11orf52	407.0
chr10:135168905-135168924_FUOM_-	FUOM	131.0
chr21:46321447-46321466_ITGB2_-	ITGB2	292.0
chr4:166910622-166910641_TLL1_+	TLL1	251.0
chr1:152487867-152487886_CRCT1_-	CRCT1	524.0
chr15:62360509-62360528_C2CD4A_-	C2CD4A	179.0
chr13:102375261-102375280_FGF14_-	FGF14	415.0
chr13:50243933-50243952_EBPL_-	EBPL	73.0
chr21:31971156-31971175_KRTAP6-2_-	KRTAP6-2	567.0
chr1:12251838-12251857_TNFRSF1B_+	TNFRSF1B	119.0
chr5:115177127-115177146_ATG12_+	ATG12	269.0
chr19:35250684-35250703_ZNF599_-	ZNF599	242.0
chr7:144532636-144532655_TPK1_+	TPK1	127.0
chr3:167293879-167293898_WDR49_+	WDR49	187.0
chr16:1877279-1877298_FAHD1_+	FAHD1	159.0
chr2:209051689-209051708_C2orf80_-	C2orf80	203.0
chr12:72265892-72265911_TBC1D15_+	TBC1D15	75.0
chr5:151125899-151125918_ATOX1_-	ATOX1	308.0
chr18:60027201-60027220_TNFRSF11A_+	TNFRSF11A	303.0
chr14:20502896-20502915_OR4K13_-	OR4K13	124.0
chr11:57505898-57505917_TMX2_-	TMX2	83.0
chr13:52440012-52440031_CCDC70_+	CCDC70	352.0
chrX:30260946-30260965_MAGEB4_+	MAGEB4	402.0
chr1:226924991-226925010_ITPKB_+	ITPKB	98.0
chr6:30080295-30080314_TRIM31_-	TRIM31	288.0
chr10:70915592-70915611_VPS26A_+	VPS26A	80.0
chr22:26838498-26838517_ASPHD2_-	ASPHD2	134.0
chr11:43940614-43940633_ALKBH3_+	ALKBH3	262.0
chr5:68830577-68830596_OCLN_+	OCLN	369.0
chr16:3350012-3350031_TIGD7_-	TIGD7	232.0
chr12:76844708-76844727_OSBPL8_-	OSBPL8	400.0
chr11:93212342-93212361_SMCO4_-	SMCO4	465.0
chr18:44641644-44641663_HDHD2_-	HDHD2	484.0
chr1:242016685-242016704_EXO1_+	EXO1	176.0
chr11:63517520-63517539_RTN3_-	RTN3	316.0
chr3:165491248-165491267_BCHE_-	BCHE	631.0
chr8:104145362-104145381_C8orf56_-	C8orf56	250.0
chr20:9496902-9496921_LAMP5_+	LAMP5	574.0
chr7:141833948-141833967_RP11-1220K2.2_-	RP11-1220K2.2	777.0
chrX:47498544-47498563_ELK1_-	ELK1	341.0
chr10:70248340-70248359_SLC25A16_+	SLC25A16	456.0
chr12:27850003-27850022_REP15_+	REP15	380.0
chr1:41827835-41827854_FOXO6_+	FOXO6	463.0
chr7:21583106-21583125_DNAH11_+	DNAH11	451.0
chr15:102263298-102263317_TARSL2_-	TARSL2	262.0
chr9:77684887-77684906_NMRK1_-	NMRK1	419.0
chr19:17444579-17444598_ANO8_-	ANO8	389.0
chr5:121188117-121188136_FTMT_+	FTMT	305.0
chr2:3217922-3217941_TSSC1_-	TSSC1	956.0
chr16:19516228-19516247_GDE1_+	GDE1	187.0
chr3:23934632-23934651_NKIRAS1_+	NKIRAS1	464.0
chr15:38229546-38229565_TMCO5A_+	TMCO5A	259.0
chr13:113470440-113470459_ATP11A_-	ATP11A	351.0
chr10:85933609-85933628_C10orf99_-	C10orf99	1139.0
chr9:77745510-77745529_OSTF1_+	OSTF1	149.0
chr1:84945091-84945110_RPF1_-	RPF1	76.0
chr3:57143548-57143567_IL17RD_+	IL17RD	501.0
chr6:127648213-127648232_ECHDC1_-	ECHDC1	341.0
chr3:64145648-64145667_PRICKLE2_+	PRICKLE2	196.0
chr3:196657698-196657717_SENP5_-	SENP5	557.0
chr11:61897798-61897817_INCENP_-	INCENP	153.0
chr2:191159286-191159305_HIBCH_-	HIBCH	511.0
chr15:23811411-23811430_MKRN3_-	MKRN3	143.0
chr8:27967910-27967929_ELP3_-	ELP3	7.0
chr6:26189264-26189283_HIST1H4D_-	HIST1H4D	362.0
chr14:52782019-52782038_PTGER2_+	PTGER2	293.0
chr4:71691867-71691886_GRSF1_+	GRSF1	51.0
chr16:10729712-10729731_TEKT5_-	TEKT5	271.0
chr12:49312641-49312660_CCDC65_+	CCDC65	402.0
chr8:103845406-103845425_AZIN1_+	AZIN1	247.0
chr16:28944764-28944783_CD19_+	CD19	185.0
chr15:83826719-83826738_HDGFRP3_-	HDGFRP3	35.0
chr19:7172348-7172367_INSR_+	INSR	384.0
chrX:99657641-99657660_PCDH19_+	PCDH19	447.0
chr20:44108602-44108621_WFDC2_-	WFDC2	665.0
chrX:118809505-118809524_SEPT6_+	SEPT6	71.0
chr4:188924075-188924094_ZFP42_+	ZFP42	527.0
chr22:17072240-17072259_CCT8L2_+	CCT8L2	289.0
chr17:47284208-47284227_GNGT2_-	GNGT2	308.0
chr7:148963518-148963537_ZNF783_+	ZNF783	188.0
chr8:27927815-27927834_NUGGC_-	NUGGC	317.0
chr3:50363575-50363594_TUSC2_+	TUSC2	136.0
chr2:79878733-79878752_CTNNA2_+	CTNNA2	356.0
chr14:73538419-73538438_RBM25_-	RBM25	9.0
chr1:207940357-207940376_CD46_-	CD46	771.0
chr12:57910654-57910673_DDIT3_-	DDIT3	491.0
chr2:85133165-85133184_TMSB10_+	TMSB10	120.0
chr14:24543769-24543788_CPNE6_+	CPNE6	143.0
chr9:98270446-98270465_PTCH1_+	PTCH1	292.0
chr6:30955386-30955405_MUC21_+	MUC21	207.0
chr22:42423048-42423067_WBP2NL_+	WBP2NL	375.0
chr20:19870242-19870261_RIN2_+	RIN2	357.0
chr1:94342802-94342821_DNTTIP2_-	DNTTIP2	104.0
chr19:49013791-49013810_LMTK3_+	LMTK3	740.0
chr7:100027638-100027657_MEPCE_+	MEPCE	162.0
chr1:46158978-46158997_TMEM69_-	TMEM69	254.0
chr1:95286557-95286576_SLC44A3_+	SLC44A3	284.0
chr1:204120810-204120829_ETNK2_+	ETNK2	57.0
chr14:50360490-50360509_ARF6_+	ARF6	254.0
chr5:43298170-43298189_HMGCS1_-	HMGCS1	77.0
chr20:34220807-34220826_CPNE1_+	CPNE1	304.0
chr11:9746337-9746356_SWAP70_+	SWAP70	374.0
chr15:56285738-56285757_NEDD4_-	NEDD4	232.0
chr6:46684749-46684768_PLA2G7_-	PLA2G7	319.0
chr1:169679629-169679648_SELL_-	SELL	83.0
chr17:27613720-27613739_NUFIP2_-	NUFIP2	85.0
chrX:12817386-12817405_PRPS2_+	PRPS2	34.0
chr1:20304982-20305001_PLA2G2A_+	PLA2G2A	137.0
chr11:59211232-59211251_OR5A1_-	OR5A1	304.0
chr5:134118710-134118729_DDX46_-	DDX46	56.0
chr8:105459587-105459606_DPYS_-	DPYS	136.0
chr1:79412078-79412097_ELTD1_-	ELTD1	366.0
chr1:84412927-84412946_TTLL7_+	TTLL7	135.0
chr6:109466473-109466492_CEP57L1_-	CEP57L1	82.0
chrX:67494582-67494601_OPHN1_-	OPHN1	254.0
chr12:14976502-14976521_C12orf60_+	C12orf60	407.0
chr2:85578851-85578870_RETSAT_-	RETSAT	190.0
chr5:134076860-134076879_CAMLG_+	CAMLG	161.0
chr11:33087423-33087442_TCP11L1_+	TCP11L1	251.0
chr11:85468720-85468739_SYTL2_-	SYTL2	292.0
chr19:56925788-56925807_ZNF583_+	ZNF583	541.0
chr17:76567032-76567051_DNAH17_-	DNAH17	120.0
chr9:32492405-32492424_DDX58_-	DDX58	219.0
chr14:105346695-105346714_CEP170B_+	CEP170B	310.0
chr8:42256336-42256355_VDAC3_+	VDAC3	108.0
chr5:171661110-171661129_UBTD2_+	UBTD2	400.0
chr3:191861829-191861848_FGF12_-	FGF12	337.0
chr2:167136902-167136921_SCN9A_-	SCN9A	344.0
chr6:33263846-33263865_RGL2_+	RGL2	384.0
chr5:94956105-94956124_GPR150_-	GPR150	162.0
chr15:40763964-40763983_CHST14_-	CHST14	333.0
chr10:3208531-3208550_PITRM1_+	PITRM1	19.0
chr17:30687919-30687938_ZNF207_-	ZNF207	129.0
chr3:121437300-121437319_GOLGB1_-	GOLGB1	227.0
chr11:119057378-119057397_PDZD3_+	PDZD3	206.0
chr12:53691663-53691682_PFDN5_+	PFDN5	187.0
chr7:140082254-140082273_SLC37A3_+	SLC37A3	268.0
chr17:74075994-74076013_ZACN_+	ZACN	163.0
chr6:29365039-29365058_OR12D2_+	OR12D2	804.0
chr2:128322807-128322826_MYO7B_+	MYO7B	234.0
chr3:52282984-52283003_PPM1M_+	PPM1M	278.0
chr3:48481714-48481733_TMA7_-	TMA7	294.0
chr12:121598712-121598731_P2RX7_-	P2RX7	489.0
chr17:40489798-40489817_STAT3_-	STAT3	297.0
chr20:60992308-60992327_RBBP8NL_-	RBBP8NL	208.0
chr9:136202879-136202898_SURF6_-	SURF6	255.0
chr3:49170044-49170063_LAMB2_+	LAMB2	365.0
chr6:28360787-28360806_ZSCAN12_-	ZSCAN12	64.0
chr12:13529292-13529311_C12orf36_+	C12orf36	528.0
chr7:12254632-12254651_TMEM106B_+	TMEM106B	132.0
chr17:42756304-42756323_CCDC43_-	CCDC43	335.0
chr12:12483068-12483087_MANSC1_+	MANSC1	274.0
chr7:100031132-100031151_MEPCE_-	MEPCE	23.0
chr8:144773807-144773826_ZNF707_+	ZNF707	201.0
chr17:39118656-39118675_KRT39_-	KRT39	226.0
chr14:102675751-102675770_WDR20_+	WDR20	96.0
chrX:117676768-117676787_DOCK11_-	DOCK11	155.0
chr22:50217000-50217019_BRD1_-	BRD1	240.0
chr10:101293203-101293222_NKX2-3_+	NKX2-3	193.0
chr4:145916715-145916734_ANAPC10_+	ANAPC10	153.0
chr2:88828719-88828738_TEX37_+	TEX37	154.0
chr8:27156047-27156066_TRIM35_-	TRIM35	379.0
chr1:241099970-241099989_RGS7_-	RGS7	462.0
chr9:117093895-117093914_ORM2_-	ORM2	348.0
chr8:29989831-29989850_MBOAT4_-	MBOAT4	109.0
chr1:220242728-220242747_BPNT1_-	BPNT1	248.0
chr3:43408415-43408434_ANO10_-	ANO10	131.0
chr7:30704727-30704746_CRHR2_+	CRHR2	252.0
chr14:21424372-21424391_RNASE2_-	RNASE2	90.0
chr16:74773935-74773954_FA2H_-	FA2H	175.0
chr16:88555506-88555525_ZFPM1_+	ZFPM1	317.0
chr16:58001061-58001080_CNGB1_-	CNGB1	222.0
chr3:196675273-196675292_PIGZ_+	PIGZ	333.0
chr1:110036771-110036790_CYB561D1_-	CYB561D1	518.0
chr19:56463920-56463939_NLRP8_+	NLRP8	1335.0
chr5:76128798-76128817_F2RL1_-	F2RL1	165.0
chr20:3027129-3027148_MRPS26_+	MRPS26	93.0
chr6:34392436-34392455_RPS10_+	RPS10	126.0
chr19:32902192-32902211_DPY19L3_+	DPY19L3	380.0
chr6:167705004-167705023_UNC93A_-	UNC93A	47.0
chr9:130536354-130536373_SH2D3C_-	SH2D3C	266.0
chr2:177017358-177017377_HOXD4_+	HOXD4	310.0
chr3:50365368-50365387_TUSC2_+	TUSC2	274.0
chr11:117647626-117647645_DSCAML1_-	DSCAML1	194.0
chr11:6630307-6630326_ILK_+	ILK	28.0
chr14:64375892-64375911_SYNE2_-	SYNE2	416.0
chr1:19524237-19524256_UBR4_+	UBR4	40.0
chr1:113231662-113231681_MOV10_-	MOV10	332.0
chr12:7559280-7559299_CD163L1_-	CD163L1	348.0
chr19:12903308-12903327_JUNB_+	JUNB	151.0
chr7:65541056-65541075_ASL_+	ASL	729.0
chr3:48581039-48581058_PFKFB4_+	PFKFB4	227.0
chr9:111617056-111617075_ACTL7B_+	ACTL7B	373.0
chr19:10398680-10398699_ICAM4_-	ICAM4	265.0
chr2:219206271-219206290_PNKD_+	PNKD	674.0
chr18:12984116-12984135_SEH1L_+	SEH1L	90.0
chr6:43604191-43604210_MAD2L1BP_+	MAD2L1BP	90.0
chr1:53222234-53222253_ZYG11B_+	ZYG11B	181.0
chr4:53610830-53610849_ERVMER34-1_+	ERVMER34-1	473.0
chr6:153296614-153296633_FBXO5_+	FBXO5	55.0
chr16:90097757-90097776_GAS8_+	GAS8	143.0
chr3:194168704-194168723_ATP13A3_+	ATP13A3	243.0
chr15:91303479-91303498_BLM_+	BLM	110.0
chr7:156432981-156433000_C7orf13_+	C7orf13	594.0
chr19:17476187-17476206_PLVAP_-	PLVAP	349.0
chr16:53738120-53738139_FTO_+	FTO	184.0
chr7:20371489-20371508_ITGB8_-	ITGB8	523.0
chr11:62473012-62473031_BSCL2_-	BSCL2	180.0
chr17:38100935-38100954_LRRC3C_-	LRRC3C	421.0
chr2:20494243-20494262_PUM2_+	PUM2	207.0
chr2:220435771-220435790_OBSL1_-	OBSL1	87.0
chr10:120928748-120928767_PRDX3_+	PRDX3	541.0
chr1:17350489-17350508_SDHB_-	SDHB	15.0
chr11:75694484-75694503_UVRAG_+	UVRAG	203.0
chr14:21058758-21058777_RNASE12_+	RNASE12	541.0
chr3:44803010-44803029_KIAA1143_-	KIAA1143	98.0
chr14:21936876-21936895_RAB2B_+	RAB2B	198.0
chr4:154191618-154191637_TRIM2_+	TRIM2	130.0
chr9:138377760-138377779_PPP1R26_+	PPP1R26	355.0
chr2:27886720-27886739_SLC4A1AP_+	SLC4A1AP	403.0
chr7:13935592-13935611_ETV1_-	ETV1	65.0
chr14:104169574-104169593_XRCC3_+	XRCC3	124.0
chr20:18491541-18491560_SEC23B_+	SEC23B	276.0
chr3:49141079-49141098_QARS_-	QARS	177.0
chr13:111532315-111532334_ANKRD10_-	ANKRD10	248.0
chr10:91066652-91066671_IFIT2_+	IFIT2	214.0
chr10:104445740-104445759_ARL3_-	ARL3	409.0
chr9:130925834-130925853_C9orf16_-	C9orf16	194.0
chr17:46703490-46703509_HOXB9_+	HOXB9	272.0
chr16:15761161-15761180_NDE1_+	NDE1	59.0
chr3:182987980-182987999_B3GNT5_+	B3GNT5	169.0
chr12:23998991-23999010_SOX5_-	SOX5	365.0
chr19:11216170-11216189_LDLR_-	LDLR	271.0
chr14:100992260-100992279_WDR25_-	WDR25	143.0
chr17:2996254-2996273_OR1D2_+	OR1D2	195.0
chr12:119773001-119773020_CCDC60_-	CCDC60	221.0
chr6:33543145-33543164_BAK1_+	BAK1	211.0
chr11:57996110-57996129_OR10Q1_-	OR10Q1	139.0
chr11:62603289-62603308_WDR74_-	WDR74	0.0
chr14:51707020-51707039_TMX1_-	TMX1	60.0
chr19:18901697-18901716_COMP_-	COMP	198.0
chrX:10047803-10047822_WWC3_+	WWC3	84.0
chr12:120763776-120763795_PLA2G1B_+	PLA2G1B	145.0
chr19:3902509-3902528_ATCAY_+	ATCAY	299.0
chr12:68720466-68720485_MDM1_-	MDM1	364.0
chr12:26220513-26220532_RASSF8_+	RASSF8	689.0
chr1:228290631-228290650_C1orf35_-	C1orf35	579.0
chr3:195298210-195298229_APOD_-	APOD	279.0
chr21:39775503-39775522_ERG_-	ERG	370.0
chr21:43510454-43510473_UMODL1_+	UMODL1	414.0
chr2:169869817-169869836_ABCB11_+	ABCB11	55.0
chr3:147113975-147113994_ZIC4_+	ZIC4	443.0
chr17:29195384-29195403_ATAD5_+	ATAD5	133.0
chr3:69134225-69134244_ARL6IP5_-	ARL6IP5	472.0
chr22:51045354-51045373_MAPK8IP2_-	MAPK8IP2	425.0
chr12:49110426-49110445_CCNT1_-	CCNT1	112.0
chr9:35721768-35721787_TLN1_-	TLN1	130.0
chr12:27110550-27110569_FGFR1OP2_+	FGFR1OP2	85.0
chr2:225376167-225376186_CUL3_-	CUL3	178.0
chr1:33117534-33117553_RBBP4_+	RBBP4	0.0
